index,Record ID,Account: AUM,Annual Revenue,CB 1st Priority,CB 2nd Priority,CB Industries,CB Industry Groups,CB Investment Stage,CB Investor Type,City,Company Domain Name,Company name,Company owner,Company Segment,Country/Region,Create Date,Crunchbase Company URL,CrunchBase URL,Data Source,Description,Industry,Is Public,LinkedIn Bio,LinkedIn Company Page,Merged Company IDs,Number of Associated Contacts,Number of Employees,Number of times contacted,Original Source Data 1,Original Source Data 2,Original Source Type,Parent Company,Phone Number,Postal Code,Segment- Comp,State/Region,Street Address,Street Address 2,Total Money Raised,Type,Web Technologies,Website URL,Year Founded
5710,15764708213,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,OVP Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"OVP Venture Partners is a venture capital firm based in Seattle, Washington with an additional office in Portland, Oregon. The firm was established in 1983 and seeks to invest in the clean technology, digital biology, communications, software, digital media, security, semiconductors and information technology sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5711,15764166768,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Paperclip Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Paperclip Ventures is an investment firm that prefers to invest in seed stage companies. The firm is based in San Francisco, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5720,15764408949,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Pioneer Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Pioneer Venture Partners is a venture capital firm based in Kirkland, Washington. The firm is dedicated to investments in the early stage technology platforms since the late 1990's.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5722,15765026392,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Public Safety Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Public Safety Ventures is a Longmont, Colorado, based private equity firm. The firm is focused on companies and products that serve the public safety industry. It is actively involved in venture investing and also providing senior level advisory services.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5725,15764511092,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Prairie Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Founded in 2000, Prairie Ventures is a venture capital firm and is based in Omaha, Nebraska. The firm seeks to invest in the healthcare, technology, consumer technology and services, manufacturing, production, agricultural products, financial investments, banking and real estate sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,4.0,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Real Estate Palm Beach Data,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5739,15764652443,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Rhapsody Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Rhapsody Ventures is a venture capital firm that invests in seed stage to early stage ventures in the cybersecurity, internet of things (IoT) and other network infrastructure enabling applications and technologies sectors. The firm was founded in 2015 and is based in Sunnyvale, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5741,15764522019,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Retro Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Retro Venture Partners is a venture capital firm based in Menlo Park, California. The firm seeks to invest in early stage companies operating in the educational, applications, networking, social media and advertising sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5749,15764557372,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,RimRock Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"RimRock Venture Partners is a venture capital firm which is headquartered in Nevada, California. It mainly invests in the start up companies and prefers early stage investments.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5751,15764511103,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Rivet Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Rivet Ventures is a venture capital firm that invests in women-led markets where female usage, decision making and purchasing are crucial to company growth. The firm invests in a wide variety of sectors and is located in San Fransisco, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5760,15764577196,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Router Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Router Ventures is a venture capital firm that connects companies and their founders to resources, talent and expertise. It is done through business strategy, investors, national marketing and public relations support. The company is headquartered in Omaha, Nebraska.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5762,15764780826,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Sagamore Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Sagamore Ventures is the venture capital arm of Plank Industries. It specializes in seed, early stage and later stage investments. The firm was founded in 2014 and is based in Baltimore, Maryland.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5786,15765026390,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Shoreline Venture Management,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Shoreline Venture Management is a venture capital firm that seeks to provide seed and early stage investments in companies operating in the information technology, data, mobile, application management, data analytics, security, healthtech, diagnostics and software sectors. It was founded in 1998 and is based in San Mateo, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5787,15764686958,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Social Venture Fund,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Social Venture Fund is a venture firm that seeks to invest in companies operating in the education, food systems and environment, health and urban revitalization sectors. The firm was founded in 2009 and is based in Ann Arbor, Michigan.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5793,15765009762,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Southern Capitol Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Southern Capitol Ventures is a venture capital firm which goes into investing in early-stage and middle stage technology companies. The firm also considers investing in later stage opportunities and spin-outs partnering with venture capital funds. The firm's focus industries include software, e-commerce, digital media, mobile and healthcare IT. It was founded in 2000 and is based in Raleigh, North Carolina.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,30831692,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5800,15764447250,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Spring Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Spring Ventures is a San Francisco based venture capital firm specializing in incubation and early stage companies. It is a multi-stage/multi-strategy venture fund that invests in novel information technology including web, mobile, social media and cleantech companies.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5818,15764668807,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,SymphonyAlpha Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"SymphonyAlpha Ventures is a venture capital firm headquartered in Madison, Wisconsin. The firm provides capital to early stage businesses operating in the healthcare technology start-up sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5821,15764668816,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Tennessee Community Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Tennessee Community Ventures is a venture capital firm that is focused on technology transfer, seed and early stage investment opportunities. The firm seeks to identify technologies, products and/or services. It is based in Nashville, Tennessee.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5822,15764596574,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Talent Equity Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5829,15764596568,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,The Community Development Venture Capital Alliance,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,The Community Development Venture Capital Alliance is the network for community development venture capital investing. The firm seeks to provide equity capital to businesses in under-served communities. CDVCA was formed in 1993 and incorporated as a not-for-profit in 1995.,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5845,15765064838,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Twitter Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,Twitter Ventures is the corporate venture capital arm of Twitter. The firm has invested in the mobile software and firmware sectors.,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5849,15764408955,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Tusk Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Tusk Ventures is a venture capital firm focused primarily on helping startups navigate the political, regulatory and media hurdles, and work with them to accomplish their goals through direct advocacy, campaign management, narrative development and strategic execution. The firm was founded in 2015 and is based in New York, New York.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5850,15765076816,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,University Venture Fund,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"University Venture Fund is a venture fund of University of Utah, that leverages the innovation of students from around the country. The firm invests in companies operating in the consumer, internet, technology and healthcare sectors. It is based in Salt Lake City, Utah and was founded in 2001.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5853,15764467282,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Tyco Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Tyco Ventures is the corporate venture capital arm of Tyco International which invests in early-stage companies in frontier tech (augmented reality, drones, robotics), internet of things, big data, analytic and mobility technologies and solutions relevant to Tyco's core markets in security, fire protection, retail and first respondents. The firm was founded in 2000 and is headquartered in San Mateo, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5863,15764447241,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Venture Investors,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,Venture Investors is a venture capital firm based in the Midwest. The firm focuses on healthcare sector with access to research universities for the better future of health and wellness. It has over $200 million in assets under management.,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5867,15764467288,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Vision Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,Vision Ventures is a venture capital firm focusing on the early stage new media and software business. The firm was founded in 2007 and is based in New York City.,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5869,15764408946,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,ward.ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"ward.ventures is a private equity and venture capital firm based in Dallas, Texas. The firm invests in privately placed debt and equity transactions in venture capital, private equity, real estate and strategic funds.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,30831692,Offline Sources,Empty,Empty,Empty,Real Estate Palm Beach Data,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5875,15764780803,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Winston Venture Capital,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Winston Venture Capital is a venture capital firm that invests in and works with information technology companies at any stage but primarily focuses on seed and early stage investments. The firm is based in New York, New York.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5877,15764616594,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Windspeed Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Windspeed Ventures is a venture capital firm based in Lexington, Massachusetts. The firm prefers to invest in companies operating in the communications, security, software, media and internet services sectors. It was founded in 1999 and is based in Lexington, Massachusetts.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5878,15764616588,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,WME Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"WME Venture Partners is a venture capital firm based in New York, New York. The firm is the venture arm of William Morris Endeavors and was founded in 2015. It also offers investment advisory and portfolio management services.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5881,15764708222,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Women's Venture Capital Fund,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Women's Venture Capital Fund invests in early stage companies which have raised angel capital, developed their core technology and are demonstrating bona fide market traction. The fund is focused on the development of women entrepreneurship. It is based in Beverly Hills, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,30831692,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5891,15765026391,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,4490 Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"4490 Ventures is a technology-focused, early-stage venture capital firm based in Madison, Wisconsin. It typically invests in Series A rounds and also considers investments in later stages. It prefers to invest in companies operating in the Midwest.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5893,15764476313,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,3M New Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"3M New Ventures is the venture capital arm of 3M which seeks to invest in the information and media, energy, sustainability and water, health, mobility and transportation, safety and security, electronics and architectural sectors. The firm is headquartered in Saint Paul, Minnesota.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5900,15765121573,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Airbus Group Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Founded in 2015, Airbus Group Ventures is a corporate venture arm of Airbus Group based in San Jose, California. The firm's mission is to invest and support companies connected to Airbus' activities. The firm also has a location in Paris, France.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5910,15765118391,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Anorak Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Anorak Ventures is a boutique seed-stage venture capital firm investing in emerging technologies. The firm focuses on the areas of virtual & augmented reality, robotics, autonomous vehicles, deep learning and artificial intelligence.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5911,15764708214,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Arafura Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Arafura Ventures is a venture capital firm that prefers to invest in companies operating in the information technology, internet, mobile and e-commerce sectors. The firm was established in 2011 and is based in Palo Alto, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5914,15764139426,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Apex Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Apex Venture Partners was a North America focused venture capital firm that focused on technology-enabled services, consumer products and services, information technology, manufacturing, mobile and clean technology sectors. The firm was established in 1987 and was based in Chicago, Illinois. The firm ceased operations in November of 2015.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5915,15765103191,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Aria Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Aria Ventures provides critical early stage development services and takes an active role in developing the business plan, invest and/or raise the required capital, identify key team members and provide strategic guidance through the process of launching and growing new companies. The firm is based in Birmingham, Michigan.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5917,15764780816,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Archer Malmo Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"A>M Ventures is an early-stage venture capital firm based in Memphis, Tennessee.The firm provides brand strategy, message development, and market campaigns to start-up technology companies. The firm is a corporate venture arm of the company Archer Malmo, inc.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5921,15764686947,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Armory Square Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Armory Square Ventures is a venture capital firm specializing in seed and early stage investments. It provides the first round of institutional capital for companies targeting the largest industries across New York State and northeast region in the United States. It prefers to invest in companies operating in the web, healthcare, education technology, fintech, energy software, mobile and technology-enabled service sectors. The firm was founded in 2014 and is based in Syracuse, New York with an additional office in New York, New York.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,30831692,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5922,15764577208,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,ATEL Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"ATEL Ventures is the venture capital arm of ATEL Capital Group. The firm provides senior secured financing to emerging growth companies. AVI’s role is to partner with venture capital firms to support its pre-IPO and growth companies from the ground up. It seeks to invest in the information technology, life sciences and green technology sectors. It is based in San Francisco, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5924,15764557364,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Avenue A Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Avenue A Ventures is a venture capital firm which seeks to invest in companies operating in the information technology and mobile sectors. The firm was founded in 2014 and is based in New York, New York.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5925,15764522018,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Beanstalk Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Beanstalk Ventures is a venture capital firm that seeks to invest in early stage companies operating in the retail, internet, e-commerce and technology sectors. The firm is based in New York, New York and was founded in 2013.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,30831692,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5926,15764494996,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Azoic Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Azoic Ventures is a venture capital firm based in Sunny Isles Beach, Florida. The firm seeks to invest in the digital media, marketing technology and healthcare industries.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5933,15765056279,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,BR Venture Fund,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"BR Venture Fund is a venture capital arm of S.C. Johnson Graduate School of Management and is based in Ithaca, New York. The firm prefers to invest in early stage, seed, and startup investments.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5939,15764625807,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Braemar Energy Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Braemar Energy Ventures is a venture capital firm that seeks to make early to mid-stage investments in the energy technology sector. The firm invests in both alternative and traditional energy markets, that can contribute to a more efficient energy landscape through innovation and marketplace expertise with a focus on energy technology sector. It was founded in 2002 and is headquartered in New York, New York with regional offices in Boston, Massachusetts and London, United Kingdom.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,SALES,EMAIL_INTEGRATION,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5942,15765121571,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Brook Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Brook Venture Partners is a Wakefield, Massachusetts based private equity firm. The firm prefers to invest in the Northeastern and Mid-Atlantic regions of the United States. It focuses on information technology business, which includes healthcare IT systems for both hospital and private practice environments, business productivity software and data intensive businesses in fields such as CRM, business intelligence and IT security. Additionally, the firm's industry focus includes tech-enabled service businesses, including data driven marketing services, loyalty marketing and other IT intensive service businesses.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5957,15765056278,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Cornerstone Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Cornerstone Venture Partners is an early stage investment firm headquartered in New York City, with offices in Los Angeles and Israel. The firm was founded in 2015 and seeks to invest in companies operating in the business products and services, software, internet, mobile, big data, internet of things and fintech sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5958,15764531103,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,COSIMO Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"COSIMO Ventures is a venture capital firm that assists and invests in early-stage technology companies from Ireland and the UK and helps the companies to expand and grow in the US market. The firm primarily focuses on post-launch and revenue-generating early-stage companies while investing in early stage rounds. The firm is based in Boston, Massachusetts with European Headquarters in Dublin Ireland .",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
